Latitude,Longitude,Time,Particle_ID
36.3125,14.208333666666666,0,1.0
35.68287155555556,14.30555588888889,0,2.0
36.07638933333333,14.402778111111111,0,3.0
35.604168,14.694444777777779,0,4.0
35.68287155555556,14.500000333333334,0,5.0
36.15509288888889,14.30555588888889,0,6.0
36.3125,14.597222555555556,0,7.0
35.68287155555556,14.402778111111111,0,8.0
35.918982222222226,14.111111444444445,0,9.0
36.233796444444444,14.111111444444445,0,10.0
35.68287155555556,14.208333666666666,0,11.0
35.604168,14.208333666666666,0,12.0
36.233796444444444,14.111111444444445,0,13.0
36.15509288888889,14.694444777777779,0,14.0
36.15509288888889,14.500000333333334,0,15.0
35.997685777777775,14.013889222222222,0,16.0
36.3125,14.402778111111111,0,17.0
35.997685777777775,14.500000333333334,0,18.0
35.761575111111114,14.694444777777779,0,19.0
35.68287155555556,14.30555588888889,0,20.0
35.761575111111114,14.111111444444445,0,21.0
35.604168,14.694444777777779,0,22.0
35.84027866666667,14.791667,0,23.0
35.997685777777775,13.916667,0,24.0
35.84027866666667,14.791667,0,25.0
35.68287155555556,14.791667,0,26.0
35.997685777777775,14.597222555555556,0,27.0
35.84027866666667,14.111111444444445,0,28.0
36.233796444444444,14.791667,0,29.0
36.07638933333333,14.30555588888889,0,30.0
36.07638933333333,14.500000333333334,0,31.0
36.3125,14.208333666666666,0,32.0
35.997685777777775,14.30555588888889,0,33.0
35.997685777777775,14.597222555555556,0,34.0
36.233796444444444,14.694444777777779,0,35.0
35.918982222222226,14.208333666666666,0,36.0
35.84027866666667,14.791667,0,37.0
36.15509288888889,14.111111444444445,0,38.0
35.761575111111114,14.111111444444445,0,39.0
35.68287155555556,14.111111444444445,0,40.0
35.84027866666667,14.013889222222222,0,41.0
35.604168,13.916667,0,42.0
35.84027866666667,14.694444777777779,0,43.0
36.233796444444444,14.013889222222222,0,44.0
35.84027866666667,14.013889222222222,0,45.0
35.918982222222226,14.013889222222222,0,46.0
36.233796444444444,14.597222555555556,0,47.0
36.07638933333333,14.500000333333334,0,48.0
35.68287155555556,13.916667,0,49.0
35.761575111111114,14.013889222222222,0,50.0
36.584775881776,15.076347136938729,1,1.0
35.73415803243904,14.895851891243677,1,2.0
36.50520461271387,14.814667321919993,1,3.0
35.64663538722949,15.570839471772935,1,4.0
36.609787372189984,15.435736690865316,1,5.0
36.25210657858883,14.55733090752186,1,6.0
36.682822596172095,14.828408720791783,1,7.0
36.245611031969226,15.099638253636776,1,8.0
36.76350449375172,14.304878644815663,1,9.0
37.196809242329195,14.761510546826692,1,10.0
36.292235662845854,15.014583816044917,1,11.0
35.82231320628167,14.231841866321888,1,12.0
37.196809242329195,14.761510546826692,1,13.0
37.02735390765172,15.44098272372387,1,14.0
36.72019535705556,15.488269308862613,1,15.0
36.13448539166497,14.447150557172117,1,16.0
36.840539832823524,15.152855485834355,1,17.0
36.02415507538855,14.810792287369875,1,18.0
35.833522251340106,14.777390553520823,1,19.0
35.73415803243904,14.895851891243677,1,20.0
35.829276440033176,14.793172074937171,1,21.0
35.64663538722949,15.570839471772935,1,22.0
36.690466854727106,15.566165369130994,1,23.0
36.07686540264714,14.85858805429576,1,24.0
36.690466854727106,15.566165369130994,1,25.0
35.93292582753498,15.648168126726382,1,26.0
36.001393100640456,14.977224939109897,1,27.0
36.42711089487448,15.03888890809998,1,28.0
36.31055315808871,15.07771211832947,1,29.0
36.280461076274335,15.294427369398125,1,30.0
36.420215266119264,14.861090011085711,1,31.0
36.584775881776,15.076347136938729,1,32.0
36.19150027089566,14.692609785962793,1,33.0
36.001393100640456,14.977224939109897,1,34.0
36.478535648365025,14.896922124618449,1,35.0
36.65315120746901,15.149154875446706,1,36.0
36.690466854727106,15.566165369130994,1,37.0
36.80330308705652,14.589336510348321,1,38.0
35.829276440033176,14.793172074937171,1,39.0
36.61091263539957,14.814420646878638,1,40.0
36.50498534447157,14.318363499774684,1,41.0
35.705609644451954,14.192243529431053,1,42.0
36.67063117533539,14.759108265061784,1,43.0
37.157469857942885,14.836585369048578,1,44.0
36.50498534447157,14.318363499774684,1,45.0
36.005347134992114,14.779867801834635,1,46.0
36.560786034828894,15.008545011329835,1,47.0
36.420215266119264,14.861090011085711,1,48.0
36.65328321514456,14.408106020317055,1,49.0
35.87038913824466,14.670326128168167,1,50.0
36.733294822000175,15.24924264235558,2,1.0
35.806743230249396,14.9866117634863,2,2.0
36.65372355293805,14.987562827336843,2,3.0
36.16941395160921,16.320308321720205,2,4.0
36.75830631241416,15.608632196282166,2,5.0
36.78591881169246,15.10021764190166,2,6.0
36.83134153639627,15.001304226208633,2,7.0
36.649664948792996,15.835964157428382,2,8.0
37.55568365157065,14.918871944502227,2,9.0
37.345328182553374,14.934406052243542,2,10.0
36.44075460307003,15.187479321461767,2,11.0
35.97999771560314,14.249400901164979,2,12.0
37.345328182553374,14.934406052243542,2,13.0
37.1758728478759,15.61387822914072,2,14.0
36.86871429727974,15.661164814279463,2,15.0
36.71489210842193,15.161474103829098,2,16.0
36.9890587730477,15.325750991251205,2,17.0
36.96418299844395,15.301085074131409,2,18.0
36.590185944555294,15.689437470903512,2,19.0
35.806743230249396,14.9866117634863,2,20.0
36.585940133248364,15.70521899231986,2,21.0
36.16941395160921,16.320308321720205,2,22.0
36.838985794951284,15.739060874547844,2,23.0
36.28053714236176,15.821547930761074,2,24.0
36.838985794951284,15.739060874547844,2,25.0
36.384727699035984,16.508010116179243,2,26.0
36.94142102369586,15.467517725871431,2,27.0
36.57562983509866,15.21178441351683,2,28.0
36.45907209831289,15.25060762374632,2,29.0
36.428980016498514,15.467322874814975,2,30.0
36.56873420634344,15.033985516502561,2,31.0
36.733294822000175,15.24924264235558,2,32.0
36.729024834000256,15.632895912391007,2,33.0
36.94142102369586,15.467517725871431,2,34.0
36.6270545885892,15.069817630035299,2,35.0
36.80167014769319,15.322050380863557,2,36.0
36.838985794951284,15.739060874547844,2,37.0
36.91299463682409,15.021706967664839,2,38.0
36.585940133248364,15.70521899231986,2,39.0
36.75943157562375,14.987316152295488,2,40.0
37.2971645022905,14.932356799461248,2,41.0
36.021445446575676,14.87710821074501,2,42.0
36.819150115559566,14.932003770478634,2,43.0
37.305988798167064,15.009480874465428,2,44.0
37.2971645022905,14.932356799461248,2,45.0
36.94537505804752,15.27016058859617,2,46.0
36.70930497505307,15.181440516746685,2,47.0
36.56873420634344,15.033985516502561,2,48.0
37.550605802254196,15.25290820836136,2,49.0
36.3739021134353,14.69080333683085,2,50.0
37.70874477905805,15.833905016932247,3,1.0
36.759508608336,15.232719880242433,3,2.0
37.62917350999592,15.572225201913511,3,3.0
36.24240077722782,16.684722146689914,3,4.0
37.73375626947204,16.193294570858832,3,5.0
37.76136876875034,15.684880016478328,3,6.0
37.80679149345415,15.585966600785301,3,7.0
37.62511490585087,16.420626532005052,3,8.0
38.53113360862852,15.503534319078895,3,9.0
38.32077813961125,15.51906842682021,3,10.0
37.41620456012791,15.772141696038435,3,11.0
36.37688562666475,15.232152972975255,3,12.0
38.32077813961125,15.51906842682021,3,13.0
38.15132280493378,16.19854060371739,3,14.0
37.84416425433761,16.245827188856133,3,15.0
37.690342065479804,15.746136478405766,3,16.0
37.96450873010558,15.910413365827873,3,17.0
37.93963295550183,15.885747448708077,3,18.0
37.56563590161317,16.27409984548018,3,19.0
36.759508608336,15.232719880242433,3,20.0
37.56139009030624,16.28988136689653,3,21.0
36.24240077722782,16.684722146689914,3,22.0
37.81443575200916,16.323723249124512,3,23.0
37.255987099419634,16.406210305337744,3,24.0
37.81443575200916,16.323723249124512,3,25.0
37.36017765609386,17.09267249075591,3,26.0
37.916870980753735,16.052180100448098,3,27.0
37.551079792156536,15.796446788093498,3,28.0
37.43452205537076,15.835269998322989,3,29.0
37.40442997355639,16.05198524939164,3,30.0
37.54418416340132,15.61864789107923,3,31.0
37.70874477905805,15.833905016932247,3,32.0
37.70447479105813,16.217558286967673,3,33.0
37.916870980753735,16.052180100448098,3,34.0
37.60250454564708,15.654480004611967,3,35.0
37.77712010475106,15.906712755440225,3,36.0
37.81443575200916,16.323723249124512,3,37.0
37.888444593881964,15.606369342241507,3,38.0
37.56139009030624,16.28988136689653,3,39.0
37.73488153268163,15.571978526872156,3,40.0
38.272614459348375,15.517019174037916,3,41.0
36.50573510320368,15.601816229570174,3,42.0
37.79460007261744,15.516666145055302,3,43.0
38.28143875522494,15.594143249042096,3,44.0
38.272614459348375,15.517019174037916,3,45.0
37.92082501510539,15.854822963172838,3,46.0
37.68475493211095,15.766102891323353,3,47.0
37.54418416340132,15.61864789107923,3,48.0
38.52605575931207,15.837570582938028,3,49.0
36.73566029108278,15.541254764265144,3,50.0
38.02032673237309,16.2252648041497,4,1.0
37.07109056165104,15.624079667459887,4,2.0
37.940755463310964,15.963584989130965,4,3.0
37.0965367687494,16.88321461376974,4,4.0
38.04533822278708,16.584654358076286,4,5.0
38.07295072206538,16.07623980369578,4,6.0
38.11837344676919,15.977326388002755,4,7.0
37.93669685916591,16.811986319222505,4,8.0
38.842715561943564,15.894894106296348,4,9.0
38.63236009292629,15.910428214037664,4,10.0
37.72778651344295,16.16350148325589,4,11.0
36.68846757997979,15.623512760192709,4,12.0
38.63236009292629,15.910428214037664,4,13.0
38.46290475824882,16.589900390934844,4,14.0
38.155746207652655,16.637186976073586,4,15.0
38.001924018794845,16.13749626562322,4,16.0
38.27609068342062,16.301773153045325,4,17.0
38.25121490881687,16.27710723592553,4,18.0
37.87721785492821,16.665459632697633,4,19.0
37.07109056165104,15.624079667459887,4,20.0
37.87297204362128,16.681241154113984,4,21.0
37.0965367687494,16.88321461376974,4,22.0
