time,lat,lon,u,v
2023-11-04 00:00:00,36.0341,14.4475,0.07510859460369243,-0.09941697948633527
2023-11-04 01:00:00,36.0341,14.4475,0.1512285758047729,-0.12574593466179207
2023-11-04 02:00:00,36.0341,14.4475,0.17032221158002053,-0.14220265587287656
2023-11-04 03:00:00,36.0341,14.4475,0.15828789816657018,-0.1383881105364931
2023-11-04 04:00:00,36.0341,14.4475,0.169332991489952,-0.13021202452538755
2023-11-04 05:00:00,36.0341,14.4475,0.19225990116085123,-0.17009146368343775
2023-11-04 06:00:00,36.0341,14.4475,0.19858478847425107,-0.10716880925985368
2023-11-04 07:00:00,36.0341,14.4475,0.1936047069362073,-0.12395245604976307
2023-11-04 08:00:00,36.0341,14.4475,0.18875238814244275,-0.11955888704517309
2023-11-04 09:00:00,36.0341,14.4475,0.18085791478475194,-0.12485582528919512
2023-11-04 10:00:00,36.0341,14.4475,0.17084986571939362,-0.11835290850838424
2023-11-04 11:00:00,36.0341,14.4475,0.1609080451681814,-0.1262472847000647
2023-11-04 12:00:00,36.0341,14.4475,0.1464744635986769,-0.10221003196446102
2023-11-04 13:00:00,36.0341,14.4475,0.13334123011640606,-0.09283457677097175
2023-11-04 14:00:00,36.0341,14.4475,0.12040038806825185,-0.08276611334287938
2023-11-04 15:00:00,36.0341,14.4475,0.10826899724075797,-0.07213689396499544
2023-11-04 16:00:00,36.0341,14.4475,0.09756411742046821,-0.06107917092213147
2023-11-04 17:00:00,36.0341,14.4475,0.08890280839392635,-0.049725196499099025
2023-11-04 18:00:00,36.0341,14.4475,0.08290212994767607,-0.03820722298070958
2023-11-04 19:00:00,36.0341,14.4475,0.08017914186826114,-0.02665750265177469
2023-11-04 20:00:00,36.0341,14.4475,0.08108267009863818,-0.014041470680793262
2023-11-04 21:00:00,36.0341,14.4475,0.08703447595611227,-0.003991830701514631
2023-11-04 22:00:00,36.0341,14.4475,0.09784691769646581,0.006859616350187482
2023-11-04 23:00:00,36.0341,14.4475,0.11440528894982965,0.017213801073188945
