Data Date (UTC), LATITUDE, LONGITUDE, YEAR, DAY, HOUR, MIN, GPS_YEAR, GPS_DAY, GPS_HOUR, GPS_MIN, SST, SBDTIME, VBAT, TTFF, FOM, MAXDB, AT, Report Body
2021-07-02 04:55:00, 35° 51.81996 ', 14° 33.64344 ', 2021, 183, 4, 55, 2021, 183, 4, 55, 26.4, 0, 14.36, 32, 3, 46, -34.1, 556E4DEFC556E4DECA9D71429F10EE00B84F80
2021-07-02 04:50:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 183, 4, 50, 2021, 183, 4, 50, 26.4, 7, 15.00, 28, 3, 46, -34.0, 556E4CAFC556E4CACA9D51429F8EEE07C85000
2021-07-02 04:40:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 183, 4, 40, 2021, 183, 4, 40, 26.1, 14, 15.00, 24, 3, 46, -34.0, 556E4A2F9556E4A2CA9D51429F8CEE0EC85000
2021-07-02 04:30:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 183, 4, 30, 2021, 183, 4, 30, 25.8, 11, 15.00, 22, 3, 48, -34.0, 556E47AF6556E47ACA9D71429F8BF00BC85000
2021-07-02 04:20:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 183, 4, 20, 2021, 183, 4, 20, 25.7, 8, 15.00, 22, 3, 47, -34.0, 556E452F5556E452CA9D51429F8BEF08C85000
2021-07-02 04:10:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 183, 4, 10, 2021, 183, 4, 10, 25.5, 19, 15.00, 24, 3, 48, -34.0, 556E42AF3556E42ACA9D51429F8CF013C85000
2021-07-02 04:00:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 183, 4, 0, 2021, 183, 4, 0, 25.5, 10, 15.00, 44, 3, 46, -34.0, 556E402F3556E402CA9D71429F96EE0AC85000
2021-07-02 03:50:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 183, 3, 50, 2021, 183, 3, 50, 25.5, 22, 15.00, 38, 3, 47, -34.0, 556E3CAF3556E3CACA9D51429F93EF16C85000
2021-07-02 03:40:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 183, 3, 40, 2021, 183, 3, 40, 25.6, 7, 15.00, 52, 3, 47, -34.0, 556E3A2F4556E3A2CA9D71429F9AEF07C85000
2021-07-02 03:30:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 183, 3, 30, 2021, 183, 3, 31, 25.6, 8, 15.00, 56, 3, 47, -34.0, 556E37AF4556E37ECA9D71429F9CEF08C85000
2021-07-02 03:20:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 183, 3, 20, 2021, 183, 3, 20, 25.7, 7, 15.00, 26, 3, 47, -34.0, 556E352F5556E352CA9D71429F8DEF07C85000
2021-07-02 03:10:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 183, 3, 10, 2021, 183, 3, 10, 25.7, 10, 15.00, 28, 3, 47, -34.0, 556E32AF5556E32ACA9D71429F8EEF0AC85000
2021-07-02 03:00:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 183, 3, 0, 2021, 183, 3, 0, 25.7, 12, 15.00, 28, 3, 48, -34.0, 556E302F5556E302CA9D51429F8EF00CC85000
2021-07-02 02:50:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 183, 2, 50, 2021, 183, 2, 50, 25.8, 7, 15.08, 26, 3, 48, -34.0, 556E2CAF6556E2CACA9D71429F8DF007CA5000
2021-07-02 02:40:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 183, 2, 40, 2021, 183, 2, 40, 25.8, 17, 15.08, 28, 3, 46, -34.0, 556E2A2F6556E2A2CA9D71429F8EEE11CA5000
2021-07-02 02:30:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 183, 2, 30, 2021, 183, 2, 30, 25.9, 9, 15.08, 26, 3, 46, -34.0, 556E27AF7556E27ACA9D51429F8DEE09CA5000
