Data Date (UTC), LATITUDE, LONGITUDE, YEAR, DAY, HOUR, MIN, GPS_YEAR, GPS_DAY, GPS_HOUR, GPS_MIN, SST, SBDTIME, VBAT, TTFF, FOM, MAXDB, AT, Report Body
2021-07-01 05:00:00, 35° 54.18324 ', 14° 29.81988 ', 2021, 182, 5, 0, 2021, 182, 5, 0, 28.0, 11, 15.00, 24, 2, 46, -33.6, 556C5030C556C502CAD6B1412C8CAE0BC85200
2021-07-01 04:00:00, 35° 54.18324 ', 14° 29.81988 ', 2021, 182, 4, 0, 2021, 182, 4, 0, 25.9, 7, 15.00, 24, 2, 47, -33.5, 556C402F7556C402CAD6B1412C8CAF07C85280
2021-07-01 03:00:00, 35° 54.18324 ', 14° 29.81988 ', 2021, 182, 3, 0, 2021, 182, 3, 0, 27.0, 7, 15.00, 24, 2, 47, -33.6, 556C30302556C302CAD6B1412C8CAF07C85200
2021-07-01 02:00:00, 35° 54.18840 ', 14° 29.81988 ', 2021, 182, 2, 0, 2021, 182, 2, 0, 27.8, 10, 15.00, 24, 2, 46, -33.5, 556C2030A556C202CAD6D1412C8CAE0AC85280
2021-07-01 01:00:00, 35° 54.18324 ', 14° 29.81988 ', 2021, 182, 1, 0, 2021, 182, 1, 0, 26.7, 10, 15.00, 24, 2, 47, -33.6, 556C102FF556C102CAD6B1412C8CAF0AC85200
2021-07-01 00:43:00, 35° 54.18840 ', 14° 29.81988 ', 2021, 182, 0, 43, 2021, 182, 0, 43, 27.7, 0, 14.76, 34, 2, 45, -33.6, 556C0AF09556C0AECAD6D1412C91AD00C25200
2021-06-30 23:00:00, 35° 54.18840 ', 14° 29.81988 ', 2021, 181, 23, 0, 2021, 181, 23, 0, 27.9, 10, 15.00, 24, 3, 47, -33.6, 556B7030B556B702CAD6D1412C8CEF0AC85200
2021-06-30 22:00:00, 35° 54.18324 ', 14° 29.81988 ', 2021, 181, 22, 0, 2021, 181, 22, 0, 26.3, 9, 15.00, 24, 2, 47, -33.5, 556B602FB556B602CAD6B1412C8CAF09C85280
2021-06-30 21:00:00, 35° 54.18324 ', 14° 29.81988 ', 2021, 181, 21, 0, 2021, 181, 21, 0, 25.1, 8, 15.00, 24, 2, 46, -33.5, 556B502EF556B502CAD6B1412C8CAE08C85280
2021-06-30 20:00:00, 35° 54.18324 ', 14° 29.81988 ', 2021, 181, 20, 0, 2021, 181, 20, 0, 25.5, 8, 15.00, 24, 2, 47, -33.5, 556B402F3556B402CAD6B1412C8CAF08C85280
2021-06-30 19:00:00, 35° 54.18840 ', 14° 29.81988 ', 2021, 181, 19, 0, 2021, 181, 19, 0, 24.9, 11, 15.00, 34, 2, 48, -33.5, 556B302ED556B302CAD6D1412C91B00BC85280
2021-06-30 18:00:00, 35° 59.03364 ', 14° 23.78784 ', 2021, 181, 18, 0, 2021, 181, 18, 0, 27.5, 7, 15.00, 24, 2, 46, -33.5, 556B20307556B202CB4C313EE40CAE07C85280
2021-06-30 17:00:00, 36° 0.55068 ', 14° 19.76304 ', 2021, 181, 17, 0, 2021, 181, 17, 0, 29.8, 22, 15.00, 24, 3, 45, -33.6, 556B1031E556B102CB70F13D5E0CED16C85200
2021-06-30 16:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 181, 16, 0, 2021, 181, 16, 0, 27.6, 10, 15.00, 34, 3, 46, -33.6, 556B00308556B002CB70713D5F91EE0AC85200
2021-06-30 15:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 181, 15, 0, 2021, 181, 15, 0, 27.8, 22, 15.00, 24, 3, 45, -33.6, 556AF030A556AF02CB70713D5F8CED16C85200
2021-06-30 14:00:00, 36° 0.53004 ', 14° 19.78368 ', 2021, 181, 14, 0, 2021, 181, 14, 1, 27.8, 8, 15.00, 52, 3, 46, -33.6, 556AE030A556AE06CB70713D601AEE08C85200
2021-06-30 13:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 181, 13, 0, 2021, 181, 13, 0, 27.6, 6, 15.00, 42, 3, 47, -33.6, 556AD0308556AD02CB70713D5F95EF06C85200
2021-06-30 12:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 181, 12, 0, 2021, 181, 12, 0, 27.7, 12, 15.00, 28, 3, 46, -33.6, 556AC0309556AC02CB70713D5F8EEE0CC85200
2021-06-30 11:00:00, 36° 0.53004 ', 14° 19.78368 ', 2021, 181, 11, 0, 2021, 181, 11, 1, 27.4, 2, 15.00, 80, 3, 46, -33.6, 556AB0306556AB06CB70713D6028EE02C85200
2021-06-30 10:00:00, 36° 0.52488 ', 14° 19.77852 ', 2021, 181, 10, 0, 2021, 181, 10, 0, 26.8, 8, 15.00, 34, 3, 47, -33.6, 556AA0300556AA02CB70513D5F91EF08C85200
2021-06-30 09:00:00, 36° 0.52488 ', 14° 19.77336 ', 2021, 181, 9, 0, 2021, 181, 9, 0, 26.6, 8, 15.00, 34, 3, 46, -33.5, 556A902FE556A902CB70513D5F11EE08C85280
2021-06-30 08:00:00, 36° 0.53004 ', 14° 19.77336 ', 2021, 181, 8, 0, 2021, 181, 8, 0, 26.5, 4, 15.00, 28, 3, 44, -33.5, 556A802FD556A802CB70713D5F0EEC04C85280
2021-06-30 07:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 181, 7, 0, 2021, 181, 7, 1, 26.4, 6, 15.00, 54, 3, 46, -33.5, 556A702FC556A706CB70713D5F9BEE06C85280
2021-06-30 06:00:00, 36° 0.53004 ', 14° 19.78368 ', 2021, 181, 6, 0, 2021, 181, 5, 0, 26.4, 9, 15.00, 254, 3, 45, -33.5, 556A602FC556A502CB70713D607FED09C85280
2021-06-30 05:00:00, 36° 0.53004 ', 14° 19.78368 ', 2021, 181, 5, 0, 2021, 181, 5, 0, 26.3, 7, 15.00, 30, 3, 46, -33.5, 556A502FB556A502CB70713D600FEE07C85280
2021-06-30 04:00:00, 36° 0.52488 ', 14° 19.77852 ', 2021, 181, 4, 0, 2021, 181, 4, 0, 26.3, 1, 15.00, 28, 3, 46, -33.5, 556A402FB556A402CB70513D5F8EEE01C85280
2021-06-30 03:00:00, 36° 0.52488 ', 14° 19.77852 ', 2021, 181, 3, 0, 2021, 181, 3, 0, 26.4, 10, 15.00, 46, 3, 46, -33.5, 556A302FC556A302CB70513D5F97EE0AC85280
2021-06-30 02:00:00, 36° 0.53004 ', 14° 19.78368 ', 2021, 181, 2, 0, 2021, 181, 1, 0, 26.3, 7, 15.00, 254, 3, 45, -33.5, 556A202FB556A102CB70713D607FED07C85280
2021-06-30 01:00:00, 36° 0.53004 ', 14° 19.78368 ', 2021, 181, 1, 0, 2021, 181, 1, 0, 26.4, 8, 15.00, 38, 3, 45, -33.5, 556A102FC556A102CB70713D6013ED08C85280
2021-06-30 00:00:00, 36° 0.52488 ', 14° 19.77852 ', 2021, 181, 0, 0, 2021, 181, 0, 0, 26.4, 8, 15.00, 30, 3, 46, -33.5, 556A002FC556A002CB70513D5F8FEE08C85280
2021-06-29 23:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 180, 23, 0, 2021, 180, 23, 0, 26.4, 19, 15.00, 28, 3, 46, -33.5, 5569702FC5569702CB70713D5F8EEE13C85280
2021-06-29 22:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 180, 22, 0, 2021, 180, 22, 0, 26.4, 1, 15.00, 30, 3, 47, -33.5, 5569602FC5569602CB70713D5F8FEF01C85280
2021-06-29 21:00:00, 36° 0.52488 ', 14° 19.78368 ', 2021, 180, 21, 0, 2021, 180, 21, 0, 26.5, 8, 15.00, 40, 3, 46, -33.5, 5569502FD5569502CB70513D6014EE08C85280
2021-06-29 20:00:00, 36° 0.52488 ', 14° 19.77852 ', 2021, 180, 20, 0, 2021, 180, 20, 0, 26.5, 8, 15.00, 28, 3, 46, -33.5, 5569402FD5569402CB70513D5F8EEE08C85280
2021-06-29 19:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 180, 19, 0, 2021, 180, 19, 0, 26.6, 7, 15.00, 30, 3, 46, -33.5, 5569302FE5569302CB70713D5F8FEE07C85280
2021-06-29 18:00:00, 36° 0.52488 ', 14° 19.78884 ', 2021, 180, 18, 0, 2021, 180, 18, 0, 26.7, 8, 15.00, 40, 3, 46, -33.5, 5569202FF5569202CB70513D6094EE08C85280
2021-06-29 17:00:00, 36° 0.53004 ', 14° 19.77852 ', 2021, 180, 17, 0, 2021, 180, 17, 0, 26.8, 18, 15.00, 24, 3, 45, -33.5, 5569103005569102CB70713D5F8CED12C85280
2021-06-29 16:00:00, 36° 0.52488 ', 14° 19.77852 ', 2021, 180, 16, 0, 2021, 180, 16, 0, 26.8, 1, 15.00, 34, 3, 47, -33.5, 5569003005569002CB70513D5F91EF01C85280
