Data Date (UTC), LATITUDE, LONGITUDE, YEAR, DAY, HOUR, MIN, GPS_YEAR, GPS_DAY, GPS_HOUR, GPS_MIN, SST, SBDTIME, VBAT, TTFF, FOM, MAXDB, AT, Report Body
2021-06-28 05:30:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 179, 5, 30, 2021, 179, 5, 32, 27.7, 8, 14.76, 110, 3, 45, -34.7, 556657B095566582CA9D71429FB7ED08C24C80
2021-06-28 05:20:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 5, 20, 2021, 179, 5, 21, 27.4, 9, 14.76, 58, 3, 47, -34.7, 5566553065566556CA9D51429F9DEF09C24C80
2021-06-28 05:10:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 5, 10, 2021, 179, 5, 10, 27.2, 7, 14.76, 28, 3, 44, -34.7, 556652B04556652ACA9D51429F8EEC07C24C80
2021-06-28 05:00:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 5, 0, 2021, 179, 5, 0, 26.9, 9, 14.84, 30, 3, 44, -34.7, 5566503015566502CA9D51429F8FEC09C44C80
2021-06-28 04:50:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 4, 50, 2021, 179, 4, 50, 26.5, 6, 14.84, 30, 3, 44, -34.7, 55664CAFD55664CACA9D51429F8FEC06C44C80
2021-06-28 04:40:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 4, 40, 2021, 179, 4, 40, 26.2, 8, 14.84, 48, 3, 43, -34.7, 55664A2FA55664A2CA9D51429F98EB08C44C80
2021-06-28 04:30:00, 35° 51.81480 ', 14° 33.64344 ', 2021, 179, 4, 30, 2021, 179, 4, 30, 26.0, 7, 14.84, 28, 3, 42, -34.7, 556647AF8556647ACA9D51429F0EEA07C44C80
2021-06-28 04:20:00, 35° 51.81480 ', 14° 33.64344 ', 2021, 179, 4, 20, 2021, 179, 4, 20, 26.0, 7, 14.84, 48, 3, 43, -34.7, 5566452F85566452CA9D51429F18EB07C44C80
2021-06-28 04:10:00, 35° 51.83028 ', 14° 33.66924 ', 2021, 179, 4, 10, 2021, 179, 4, 12, 26.0, 11, 14.84, 162, 3, 43, -34.7, 556642AF85566432CA9DB142A1D1EB0BC44C80
2021-06-28 04:00:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 4, 0, 2021, 179, 4, 1, 26.0, 7, 14.84, 56, 3, 40, -34.7, 5566402F85566406CA9D51429F9CE807C44C80
2021-06-28 03:50:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 3, 50, 2021, 179, 3, 51, 25.9, 8, 14.84, 58, 3, 44, -34.7, 55663CAF755663CECA9D51429F9DEC08C44C80
2021-06-28 03:40:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 3, 40, 2021, 179, 3, 40, 25.9, 26, 14.84, 32, 3, 44, -34.7, 55663A2F755663A2CA9D51429F90EC1AC44C80
2021-06-28 03:30:00, 35° 51.80964 ', 14° 33.64860 ', 2021, 179, 3, 30, 2021, 179, 3, 31, 25.9, 4, 14.84, 92, 3, 45, -34.7, 556637AF7556637ECA9D31429FAEED04C44C80
2021-06-28 03:20:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 3, 20, 2021, 179, 3, 21, 26.0, 8, 14.84, 90, 3, 48, -34.6, 5566352F85566356CA9D51429FADF008C44D00
2021-06-28 03:10:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 179, 3, 10, 2021, 179, 3, 10, 26.1, 7, 14.84, 40, 3, 47, -34.6, 556632AF9556632ACA9D71429F94EF07C44D00
2021-06-28 03:00:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 179, 3, 0, 2021, 179, 3, 0, 26.1, 7, 14.84, 46, 3, 48, -34.6, 5566302F95566302CA9D71429F97F007C44D00
2021-06-28 02:50:00, 35° 51.81996 ', 14° 33.64860 ', 2021, 179, 2, 50, 2021, 179, 2, 50, 26.1, 11, 14.84, 28, 3, 48, -34.7, 55662CAF955662CACA9D71429F8EF00BC44C80
2021-06-28 02:40:00, 35° 51.81480 ', 14° 33.64860 ', 2021, 179, 2, 40, 2021, 179, 2, 40, 26.0, 9, 14.84, 32, 3, 44, -34.6, 55662A2F855662A2CA9D51429F90EC09C44D00
