time,lat,lon,u,v
2020-02-25 15:00:00,36.0787,14.488,0.11245400732521578,-0.09124258195606925
2020-02-25 16:00:00,36.0787,14.488,0.10170477173255962,-0.048424168164185134
2020-02-25 17:00:00,36.0787,14.488,0.06732205308193934,-0.04117452363583333
2020-02-25 18:00:00,36.0787,14.488,0.05259937297891429,-0.043928241062933866
2020-02-25 19:00:00,36.0787,14.488,0.02112732817681351,-0.036317721034687
2020-02-25 20:00:00,36.0787,14.488,0.004488409627839822,0.018125732649250458
2020-02-25 21:00:00,36.0787,14.488,0.016893682648412525,0.030602855326507424
2020-02-25 22:00:00,36.0787,14.488,0.04201978165990959,0.041383328312975885
2020-02-25 23:00:00,36.0787,14.488,0.04287000045834012,0.018925349678935645
2020-02-26 00:00:00,36.0787,14.488,0.06895984482769538,0.04654212295114753
2020-02-26 01:00:00,36.0787,14.488,0.07033900427345632,0.04761944435663495
2020-02-26 02:00:00,36.0787,14.488,0.07356204293842186,0.058274350028659244
2020-02-26 03:00:00,36.0787,14.488,0.07616263207490671,0.04691266463159162
2020-02-26 04:00:00,36.0787,14.488,0.059395310784312275,0.020654750680935346
2020-02-26 05:00:00,36.0787,14.488,0.06965525613285163,0.0035936697782277633
2020-02-26 06:00:00,36.0787,14.488,0.04164243104602874,-0.01264160381290858
2020-02-26 07:00:00,36.0787,14.488,0.044308741590914934,-0.03847112415691486
2020-02-26 08:00:00,36.0787,14.488,0.0750456094451355,-0.07794715415741747
2020-02-26 09:00:00,36.0787,14.488,0.08505787810487875,-0.09580944345662785
2020-02-26 10:00:00,36.0787,14.488,0.08993028344275539,-0.11545864382292254
2020-02-26 11:00:00,36.0787,14.488,0.0918786070595151,-0.14193319688145575
2020-02-26 12:00:00,36.0787,14.488,0.09511553784120984,-0.17017241279827847
2020-02-26 13:00:00,36.0787,14.488,0.08160744389206942,-0.1764124656368386
2020-02-26 14:00:00,36.0787,14.488,0.09949205758230693,-0.1639167747166098
2020-02-26 15:00:00,36.0787,14.488,0.09730748807807803,-0.17103909684485488
2020-02-26 16:00:00,36.0787,14.488,0.10312442154871568,-0.17490920503563254
2020-02-26 17:00:00,36.0787,14.488,0.10098421793522402,-0.14002580331663828
2020-02-26 18:00:00,36.0787,14.488,0.0995138232682102,-0.06119826990061659
2020-02-26 19:00:00,36.0787,14.488,0.08696662716254891,-0.15350581479664346
2020-02-26 20:00:00,36.0787,14.488,0.07877046116224568,-0.20421199172049478
2020-02-26 21:00:00,36.0787,14.488,0.06671894153074064,-0.1964436808439058
2020-02-26 22:00:00,36.0787,14.488,0.048187043853241074,-0.24433231873577288
2020-02-26 23:00:00,36.0787,14.488,0.020809464825938165,-0.2071358543103626
2020-02-27 00:00:00,36.0787,14.488,0.013435135678354217,-0.22353530916796582
2020-02-27 01:00:00,36.0787,14.488,0.012931795514586175,-0.21006519158425632
2020-02-27 02:00:00,36.0787,14.488,0.02623792556018719,-0.21184213220398987
2020-02-27 03:00:00,36.0787,14.488,0.05129314195560495,-0.2509895558048902
2020-02-27 04:00:00,36.0787,14.488,0.08058863065936339,-0.25533002238720043
2020-02-27 05:00:00,36.0787,14.488,0.08892932263158744,-0.23903216301670158
2020-02-27 06:00:00,36.0787,14.488,0.07362574477267457,-0.17157383983354685
2020-02-27 07:00:00,36.0787,14.488,0.07217872510749489,-0.33243677523046483
2020-02-27 08:00:00,36.0787,14.488,0.06134147683342978,-0.3000187163549656
2020-02-27 09:00:00,36.0787,14.488,0.048606302890496826,-0.3121518289211406
2020-02-27 10:00:00,36.0787,14.488,0.05088835495051516,-0.32668239596267046
2020-02-27 11:00:00,36.0787,14.488,0.034563942979489844,-0.25599652069410217
2020-02-27 12:00:00,36.0787,14.488,0.04066817706075802,-0.31588003694784567
2020-02-27 13:00:00,36.0787,14.488,0.05399617197840353,-0.3048047573643232
2020-02-27 14:00:00,36.0787,14.488,0.04937615952500951,-0.2881101763040761
2020-02-27 15:00:00,36.0787,14.488,0.04335393042545052,-0.2247344836895999
2020-02-27 16:00:00,36.0787,14.488,0.05270814500961067,-0.21080002222339023
2020-02-27 17:00:00,36.0787,14.488,0.06263859285284264,-0.2225465186004581
2020-02-27 21:00:00,36.0787,14.488,0.2337955107419666,-0.20763777095089914
2020-02-29 00:00:00,36.0787,14.488,0.05161329977498281,-0.13088142671178177
2020-02-29 02:00:00,36.0787,14.488,0.2026292858679896,-0.16014385771365647
2020-02-29 13:00:00,36.0787,14.488,-0.053708815900738754,0.05817410984842865
2020-02-29 14:00:00,36.0787,14.488,-0.037721500163033446,0.04916308757284833
2020-02-29 15:00:00,36.0787,14.488,-0.006848272212033733,0.0171701163854504
2020-02-29 16:00:00,36.0787,14.488,-0.004513856428446636,0.008302621384584449
2020-02-29 17:00:00,36.0787,14.488,-0.0057279890972841505,-0.01064127760411614
2020-02-29 18:00:00,36.0787,14.488,-0.02124139238164055,-0.03139078969645895
2020-02-29 19:00:00,36.0787,14.488,-0.03794524278695943,-0.03648416755452423
2020-02-29 20:00:00,36.0787,14.488,-0.034466917684252425,-0.045030455211447065
2020-02-29 21:00:00,36.0787,14.488,-0.06558354266329303,-0.0631851532641627
2020-02-29 22:00:00,36.0787,14.488,-0.10101830883808595,-0.005241977923412964
2020-02-29 23:00:00,36.0787,14.488,-0.13018725022634975,0.04149545088678833
2020-03-01 00:00:00,36.0787,14.488,-0.1491939268280038,0.08172174871034693
2020-03-01 01:00:00,36.0787,14.488,-0.11628154456306639,-0.0008292797666899889
2020-03-01 02:00:00,36.0787,14.488,-0.07138379195329789,-0.02978644440268977
2020-03-01 03:00:00,36.0787,14.488,-0.02593642706302011,-0.006762377128621686
2020-03-01 04:00:00,36.0787,14.488,-0.008204102493408636,0.03841042917041159
2020-03-01 05:00:00,36.0787,14.488,0.022727658445423952,-0.0034464521186271893
2020-03-01 06:00:00,36.0787,14.488,0.02052651336960646,0.03617788400620702
2020-03-01 07:00:00,36.0787,14.488,0.03133187993496656,0.050564950037990115
2020-03-01 08:00:00,36.0787,14.488,0.03437037316890976,0.047081762093795505
2020-03-01 09:00:00,36.0787,14.488,0.05134206689181971,0.042014436911083364
2020-03-01 10:00:00,36.0787,14.488,0.06700186800255144,0.05215068088753516
2020-03-01 11:00:00,36.0787,14.488,0.06637274595957453,0.05159205772439868
2020-03-01 12:00:00,36.0787,14.488,0.07064787080288339,0.01883406586514831
2020-03-01 13:00:00,36.0787,14.488,0.055984066637837795,0.007835661019678124
2020-03-01 14:00:00,36.0787,14.488,0.04101097301133743,-0.05044800255044603
2020-03-01 15:00:00,36.0787,14.488,0.05328418827272751,-0.009715745457887177
2020-03-01 16:00:00,36.0787,14.488,-0.015979050502742627,-0.048362463711215095
2020-03-01 17:00:00,36.0787,14.488,-0.0281003276264148,-0.04064001379447717
2020-03-01 18:00:00,36.0787,14.488,-0.06000911903104687,-0.01575222813452578
2020-03-01 19:00:00,36.0787,14.488,-0.10250661708184937,-0.03499025036697944
2020-03-01 20:00:00,36.0787,14.488,-0.14934606830557814,0.03385791874882566
2020-03-01 21:00:00,36.0787,14.488,-0.15476030183631945,0.033233036659770634
2020-03-01 22:00:00,36.0787,14.488,-0.16212620787155768,0.07391733256760039
2020-03-01 23:00:00,36.0787,14.488,-0.1881990467544365,0.0611160386345694
2020-03-02 00:00:00,36.0787,14.488,-0.20880654391954437,0.10257016748252763
2020-03-02 01:00:00,36.0787,14.488,-0.207125285014574,0.0763129432509656
2020-03-02 02:00:00,36.0787,14.488,-0.1728231242154974,0.03889536660477763
2020-03-02 03:00:00,36.0787,14.488,-0.16489089837544496,0.06700906179518991
2020-03-02 04:00:00,36.0787,14.488,-0.13996672398691776,0.04486208654429085
2020-03-02 05:00:00,36.0787,14.488,-0.12142859474375846,-0.0054533691848364105
2020-03-02 06:00:00,36.0787,14.488,-0.11093440674274019,0.0055237506529654725
2020-03-02 07:00:00,36.0787,14.488,-0.09649715184887567,0.001898288470903824
2020-03-02 08:00:00,36.0787,14.488,-0.10031789353743227,0.05216250677869974
2020-03-02 09:00:00,36.0787,14.488,-0.0818140675155352,0.04707851050273285
2020-03-02 10:00:00,36.0787,14.488,-0.06680719712762045,0.016788405966739885
2020-03-02 11:00:00,36.0787,14.488,-0.06739818717806452,-0.016013431242198402
2020-03-02 12:00:00,36.0787,14.488,-0.08639296952395702,-0.005899443943245989
2020-03-02 13:00:00,36.0787,14.488,-0.09307952185353321,0.007279024738061147
2020-03-02 14:00:00,36.0787,14.488,-0.0915433751879655,-0.0073495978864088415
2020-03-02 17:00:00,36.0787,14.488,0.05198423162666856,-0.02951987855873944
2020-03-02 18:00:00,36.0787,14.488,0.031014837356973947,-0.01898877351530895
2020-03-02 19:00:00,36.0787,14.488,0.047662801929835255,-0.0363262422512455
2020-03-02 20:00:00,36.0787,14.488,0.04278682052429258,-0.10959322257253817
2020-03-02 21:00:00,36.0787,14.488,0.0376294570155566,-0.10317483006596556
